timestamp,action,x,y,raw

2025-11-05T12:51:02.064844,MOVE,735,478,0.12,"{""action"": ""MOVE"", ""x"": 0.5, ""y"": 0.5, ""sent_time"": 1762347061.910461}"
2025-11-05T12:51:02.530068,CLICK,,,0.28,"{""action"": ""CLICK"", ""sent_time"": 1762347062.415861}"
2025-11-05T12:51:03.030156,SCROLL_UP,,,0.19,"{""action"": ""SCROLL_UP"", ""sent_time"": 1762347062.9170141}"
2025-11-05T12:51:03.535978,SCROLL_DOWN,,,0.28,"{""action"": ""SCROLL_DOWN"", ""sent_time"": 1762347063.4224901}"
